"Aedes japonicus" "Aedes koreicus" "Ochlerotatus detritus" "Aedes vexans" "Aedes aegypti" "Aedes albopictus" "Ochlerotatus caspius" "Anopheles atroparvus" "Anopheles claviger" "Anopheles labranchiae" "Anopheles maculipennis" "Anopheles messeae" "Anopheles plumbeus" "Anopheles sacharovi" "Anopheles superpictus" "Coquillettidia richiardii" "Culex antennatus" "Culex modestus" "Culex pipiens molestus" "Culex perexiguus" "Culex univittatus" "Culex pipiens" "Culex theileri" "Culex torrentium" "Culex tritaeniorhynchus" "Culiseta annulata"
"Aedes japonicus" 0 48.0014291796995 54.8433463928969 48.0014291796995 48.0014291796995 48.0014291796995 54.8433463928969 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Aedes koreicus" 48.0014291796995 0 54.8433463928969 48.0014291796995 48.0014291796995 48.0014291796995 54.8433463928969 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Ochlerotatus detritus" 54.8433463928969 54.8433463928969 0 54.8433463928969 54.8433463928969 54.8433463928969 29.3416549618883 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Aedes vexans" 48.0014291796995 48.0014291796995 54.8433463928969 0 48.0014291796995 48.0014291796995 54.8433463928969 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Aedes aegypti" 48.0014291796995 48.0014291796995 54.8433463928969 48.0014291796995 0 29.3416549618883 54.8433463928969 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Aedes albopictus" 48.0014291796995 48.0014291796995 54.8433463928969 48.0014291796995 29.3416549618883 0 54.8433463928969 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Ochlerotatus caspius" 54.8433463928969 54.8433463928969 29.3416549618883 54.8433463928969 54.8433463928969 54.8433463928969 0 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Anopheles atroparvus" 100 100 100 100 100 100 100 0 12.0568114759158 8.14714449694587 8.14714449694587 8.14714449694587 12.0568114759158 8.14714449694587 48.0014291796995 100 100 100 100 100 100 100 100 100 100 100
"Anopheles claviger" 100 100 100 100 100 100 100 12.0568114759158 0 12.0568114759158 12.0568114759158 12.0568114759158 12.0568114759158 12.0568114759158 48.0014291796995 100 100 100 100 100 100 100 100 100 100 100
"Anopheles labranchiae" 100 100 100 100 100 100 100 8.14714449694587 12.0568114759158 0 8.14714449694587 8.14714449694587 12.0568114759158 8.14714449694587 48.0014291796995 100 100 100 100 100 100 100 100 100 100 100
"Anopheles maculipennis" 100 100 100 100 100 100 100 8.14714449694587 12.0568114759158 8.14714449694587 0 8.14714449694587 12.0568114759158 8.14714449694587 48.0014291796995 100 100 100 100 100 100 100 100 100 100 100
"Anopheles messeae" 100 100 100 100 100 100 100 8.14714449694587 12.0568114759158 8.14714449694587 8.14714449694587 0 12.0568114759158 8.14714449694587 48.0014291796995 100 100 100 100 100 100 100 100 100 100 100
"Anopheles plumbeus" 100 100 100 100 100 100 100 12.0568114759158 12.0568114759158 12.0568114759158 12.0568114759158 12.0568114759158 0 12.0568114759158 48.0014291796995 100 100 100 100 100 100 100 100 100 100 100
"Anopheles sacharovi" 100 100 100 100 100 100 100 8.14714449694587 12.0568114759158 8.14714449694587 8.14714449694587 8.14714449694587 12.0568114759158 0 48.0014291796995 100 100 100 100 100 100 100 100 100 100 100
"Anopheles superpictus" 100 100 100 100 100 100 100 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 0 100 100 100 100 100 100 100 100 100 100 100
